INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.4100e-02, zero_eq: 2.9104e-11, zero_eq/P: 8.0844e-18
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.4100e-02, zero_eq: 2.9104e-11, zero_eq/P: 8.0844e-18
DEBUG:filelock:Attempting to acquire lock 1489227116096 on C:\Users\gregk\AppData\Local\PyTensor\compiledir_Windows-11-10.0.26100-SP0-Intel64_Family_6_Model_140_Stepping_1_GenuineIntel-3.12.3-64\.lock
DEBUG:filelock:Lock 1489227116096 acquired on C:\Users\gregk\AppData\Local\PyTensor\compiledir_Windows-11-10.0.26100-SP0-Intel64_Family_6_Model_140_Stepping_1_GenuineIntel-3.12.3-64\.lock
DEBUG:filelock:Attempting to release lock 1489227116096 on C:\Users\gregk\AppData\Local\PyTensor\compiledir_Windows-11-10.0.26100-SP0-Intel64_Family_6_Model_140_Stepping_1_GenuineIntel-3.12.3-64\.lock
DEBUG:filelock:Lock 1489227116096 released on C:\Users\gregk\AppData\Local\PyTensor\compiledir_Windows-11-10.0.26100-SP0-Intel64_Family_6_Model_140_Stepping_1_GenuineIntel-3.12.3-64\.lock
DEBUG:filelock:Attempting to acquire lock 1489231393712 on C:\Users\gregk\AppData\Local\PyTensor\compiledir_Windows-11-10.0.26100-SP0-Intel64_Family_6_Model_140_Stepping_1_GenuineIntel-3.12.3-64\.lock
DEBUG:filelock:Lock 1489231393712 acquired on C:\Users\gregk\AppData\Local\PyTensor\compiledir_Windows-11-10.0.26100-SP0-Intel64_Family_6_Model_140_Stepping_1_GenuineIntel-3.12.3-64\.lock
DEBUG:filelock:Attempting to release lock 1489231393712 on C:\Users\gregk\AppData\Local\PyTensor\compiledir_Windows-11-10.0.26100-SP0-Intel64_Family_6_Model_140_Stepping_1_GenuineIntel-3.12.3-64\.lock
DEBUG:filelock:Lock 1489231393712 released on C:\Users\gregk\AppData\Local\PyTensor\compiledir_Windows-11-10.0.26100-SP0-Intel64_Family_6_Model_140_Stepping_1_GenuineIntel-3.12.3-64\.lock
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.3604e-02, zero_eq: -2.9104e-11, zero_eq/P: 8.0844e-18
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.4100e-02, zero_eq: 2.9104e-11, zero_eq/P: 8.0844e-18
INFO:pymc.sampling.forward:Sampling: [l_gamma_d, likelihood]
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.1704e-02, zero_eq: 1.1642e-10, zero_eq/P: 3.2338e-17
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.1300e-02, zero_eq: -5.8208e-11, zero_eq/P: 1.6169e-17
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.6030e-02, zero_eq: -1.4552e-11, zero_eq/P: 4.0422e-18
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.1403e-02, zero_eq: 0.0000e+00, zero_eq/P: 0.0000e+00
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.7223e-02, zero_eq: 1.4552e-11, zero_eq/P: 4.0422e-18
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.5990e-02, zero_eq: -1.4552e-11, zero_eq/P: 4.0422e-18
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.5053e-02, zero_eq: 2.9104e-11, zero_eq/P: 8.0844e-18
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.4563e-02, zero_eq: 5.8208e-11, zero_eq/P: 1.6169e-17
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.4783e-02, zero_eq: 0.0000e+00, zero_eq/P: 0.0000e+00
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.4838e-02, zero_eq: 0.0000e+00, zero_eq/P: 0.0000e+00
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.0309e-02, zero_eq: 1.1642e-10, zero_eq/P: 3.2338e-17
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.0126e-02, zero_eq: -5.8208e-11, zero_eq/P: 1.6169e-17
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 9.3162e-03, zero_eq: -2.3283e-10, zero_eq/P: 6.4675e-17
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.3215e-02, zero_eq: 0.0000e+00, zero_eq/P: 0.0000e+00
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.4410e-02, zero_eq: -2.9104e-11, zero_eq/P: 8.0844e-18
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.3490e-02, zero_eq: 2.9104e-11, zero_eq/P: 8.0844e-18
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.2261e-02, zero_eq: 1.1642e-10, zero_eq/P: 3.2338e-17
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.5904e-02, zero_eq: -2.9104e-11, zero_eq/P: 8.0844e-18
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.6338e-02, zero_eq: -1.4552e-11, zero_eq/P: 4.0422e-18
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.3394e-02, zero_eq: 2.9104e-11, zero_eq/P: 8.0844e-18
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.4552e-02, zero_eq: 5.8208e-11, zero_eq/P: 1.6169e-17
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.5520e-02, zero_eq: 1.4552e-11, zero_eq/P: 4.0422e-18
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.0493e-02, zero_eq: 0.0000e+00, zero_eq/P: 0.0000e+00
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.6106e-02, zero_eq: -1.4552e-11, zero_eq/P: 4.0422e-18
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.2242e-02, zero_eq: 5.8208e-11, zero_eq/P: 1.6169e-17
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.2479e-02, zero_eq: -2.9104e-11, zero_eq/P: 8.0844e-18
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.4221e-02, zero_eq: 0.0000e+00, zero_eq/P: 0.0000e+00
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.2757e-02, zero_eq: -5.8208e-11, zero_eq/P: 1.6169e-17
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.0657e-02, zero_eq: -5.8208e-11, zero_eq/P: 1.6169e-17
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 9.6653e-03, zero_eq: 1.1642e-10, zero_eq/P: 3.2338e-17
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.4896e-02, zero_eq: 0.0000e+00, zero_eq/P: 0.0000e+00
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.3809e-02, zero_eq: 5.8208e-11, zero_eq/P: 1.6169e-17
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.2979e-02, zero_eq: 0.0000e+00, zero_eq/P: 0.0000e+00
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.1761e-02, zero_eq: 5.8208e-11, zero_eq/P: 1.6169e-17
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 8.8823e-03, zero_eq: 0.0000e+00, zero_eq/P: 0.0000e+00
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 9.6724e-03, zero_eq: -1.1642e-10, zero_eq/P: 3.2338e-17
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.2406e-02, zero_eq: 0.0000e+00, zero_eq/P: 0.0000e+00
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.3892e-02, zero_eq: -2.9104e-11, zero_eq/P: 8.0844e-18
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.6031e-02, zero_eq: 1.4552e-11, zero_eq/P: 4.0422e-18
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.6915e-02, zero_eq: 1.4552e-11, zero_eq/P: 4.0422e-18
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.3076e-02, zero_eq: 0.0000e+00, zero_eq/P: 0.0000e+00
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.1170e-02, zero_eq: 1.1642e-10, zero_eq/P: 3.2338e-17
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.3064e-02, zero_eq: 0.0000e+00, zero_eq/P: 0.0000e+00
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 9.1559e-03, zero_eq: -2.3283e-10, zero_eq/P: 6.4675e-17
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.3051e-02, zero_eq: 0.0000e+00, zero_eq/P: 0.0000e+00
INFO:packaged_shooting._model_bvp:solve_bvp converged. l2loss: 1.3617e-02, zero_eq: 5.8208e-11, zero_eq/P: 1.6169e-17
